gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000171552.12,BCL2L1,-2.074953128446838,NA,0.03799087903274627,0.00498898417123369,NA,NA,NA,2,2.0,2,0.03300373280821439,0.0713502976758884
ENSG00000122359.17,ANXA11,2.074392080307007,NA,0.0380429122441529,0.04385376273091723,NA,NA,NA,1,1.0,1,0.0380429122441529,0.344589198088348
ENSG00000161888.11,SPC24,-2.074193418429781,NA,0.03806135123919658,0.07160532284803235,NA,NA,NA,2,2.0,2,0.03208231666296501,0.45320416890541704
ENSG00000254054.2,RP11-156K13.3,2.073220014572144,NA,0.03815180855266622,0.0455370041233266,NA,NA,NA,1,1.0,1,0.0381518085526663,0.511291397194751
ENSG00000121068.13,TBX2,-2.0731112957000732,NA,0.038161923013113205,0.01203372634567435,NA,NA,NA,1,1.0,1,0.038161923013113205,0.187900615532745
ENSG00000267498.1,CTB-32O4.2,2.0723459720611572,NA,0.03823318802817916,0.0038127761595161533,NA,NA,NA,1,1.0,1,0.03823318802817916,0.18024222313307997
ENSG00000169021.5,UQCRFS1,-2.072345972061157,NA,0.03823318802817919,0.006185024362735211,NA,NA,NA,1,1.0,1,0.03823318802817916,0.22956548246898603
ENSG00000164089.8,ETNPPL,2.0722305774688725,NA,0.038243943093053075,8.918749488092674e-07,NA,NA,NA,1,1.0,1,0.038243943093053095,0.0031230860844603603
ENSG00000169989.2,TIGD4,-2.0708015822606156,NA,0.03837734231720664,0.006161366839572599,NA,NA,NA,2,2.0,2,0.046917761454295395,0.116948919554809
ENSG00000100528.11,CNIH1,-2.070472478866577,NA,0.03840812067503274,0.05396447910959145,NA,NA,NA,1,1.0,1,0.03840812067503274,0.51644010160863
ENSG00000090104.11,RGS1,2.07039737701416,NA,0.03841514727875602,7.545803065559466e-05,NA,NA,NA,1,1.0,1,0.03841514727875602,0.06729135739282299
ENSG00000213123.10,TCTEX1D2,-2.0703530311584473,NA,0.038419296834023925,0.004896744841860362,NA,NA,NA,1,1.0,1,0.038419296834023925,0.10058692610946002
ENSG00000259618.1,RP11-562A8.5,-2.068586256611848,NA,0.038584928698860314,0.0002132043621949184,NA,NA,NA,2,2.0,2,0.03912472942643447,0.028180559785993996
ENSG00000005381.7,MPO,-2.068183183670044,NA,0.03862280094442771,6.462607100748018e-05,NA,NA,NA,1,1.0,1,0.03862280094442771,0.0340220383460965
ENSG00000034239.10,EFCAB1,2.0678927898406982,NA,0.038650105570347634,0.12494734875222639,NA,NA,NA,1,1.0,1,0.038650105570347634,0.4992196568570171
ENSG00000160209.18,PDXK,2.0673580169677734,NA,0.03870043114559686,4.459917400156118e-06,NA,NA,NA,1,2.0,2,0.03870043114559686,0.0104819109123132
ENSG00000118298.10,CA14,-2.063307762145996,NA,0.039083397058207195,0.011435919189171764,NA,NA,NA,1,1.0,1,0.039083397058207195,0.4525764920892079
ENSG00000103723.12,AP3B2,-2.063212828223095,NA,0.03909241186321724,0.0030948455457648636,NA,NA,NA,2,2.0,2,0.038913318189944604,0.0979574760027074
ENSG00000182648.11,LINC01006,-2.0628269585299575,NA,0.03912907173911736,0.11247033116741861,NA,NA,NA,2,2.0,2,0.00978772001648897,0.411470239725663
ENSG00000173436.13,MINOS1,2.0626025199890137,NA,0.03915040813873402,0.0022800023334668693,NA,NA,NA,1,1.0,1,0.03915040813873402,0.12237093536286199
ENSG00000189099.11,PRSS48,2.060363531112671,NA,0.03936380056389692,5.649941145546233e-14,NA,NA,NA,1,1.0,1,0.03936380056389692,3.03553238495898e-07
ENSG00000172888.11,ZNF621,-2.06034779548645,NA,0.03936530377453407,0.0022026718882018213,NA,NA,NA,1,1.0,1,0.03936530377453407,0.0638532445388642
ENSG00000113248.5,PCDHB15,2.060347080230713,NA,0.03936537210344829,0.000241267699147066,NA,NA,NA,1,1.0,1,0.03936537210344829,0.120325076629565
ENSG00000104044.15,OCA2,2.058688163757324,NA,0.03952412081837115,0.0001976313889404451,NA,NA,NA,1,1.0,1,0.03952412081837115,0.0434493994815498
ENSG00000173467.8,AGR3,-2.0574293136596684,NA,0.039644947838537,2.6954982289833663e-09,NA,NA,NA,1,1.0,1,0.03964494783853703,0.00011191460848987901
ENSG00000083857.13,FAT1,2.057080507278442,NA,0.03967848240585556,0.002782067880170437,NA,NA,NA,1,1.0,1,0.0396784824058555,0.14339088492896698
ENSG00000111605.16,CPSF6,2.056913137435913,NA,0.03969458204208356,0.0009996815462154946,NA,NA,NA,1,1.0,1,0.03969458204208356,0.0436249425410277
ENSG00000132313.14,MRPL35,-2.056577421533726,NA,0.039726891931694784,0.033173558232306194,NA,NA,NA,2,2.0,2,0.009758361295277644,0.37945352971092405
ENSG00000170276.5,HSPB2,-2.055453062057495,NA,0.039835264855578124,0.0032253899887234607,NA,NA,NA,1,1.0,1,0.039835264855578124,0.0787346256998963
ENSG00000038002.8,AGA,2.0551027214684234,NA,0.03986908412869738,0.20419653379218006,NA,NA,NA,3,3.0,3,0.024586368426531082,0.5738936079496129
ENSG00000147894.14,C9orf72,-2.054937601089478,NA,0.03988503206597603,0.0032308137498305986,NA,NA,NA,1,2.0,2,0.03988503206597609,0.6200538978426321
ENSG00000186687.15,LYRM7,-2.0540666580200195,NA,0.03996924056556798,0.004068904049564485,NA,NA,NA,1,2.0,2,0.03996924056556798,0.228949637232682
ENSG00000131495.8,NDUFA2,-2.053173106333819,NA,0.04005579172035634,0.006558098737144248,NA,NA,NA,2,2.0,2,0.00440927070510658,0.0680818422107708
ENSG00000115289.13,PCGF1,2.0531342029571533,NA,0.040059563585957095,0.0009377579843489233,NA,NA,NA,1,1.0,1,0.040059563585957095,0.0641082048388624
ENSG00000260193.1,RP11-83N9.5,2.0528476238250732,NA,0.04008735806801483,0.012218457160819403,NA,NA,NA,1,1.0,1,0.04008735806801483,0.20942245506667104
ENSG00000169016.16,E2F6,2.052530288696289,NA,0.040118154569312704,0.003726864599696881,NA,NA,NA,1,1.0,1,0.040118154569312704,0.10269703656785499
ENSG00000184752.12,NDUFA12,-2.0515491268821515,NA,0.040213500598739675,0.004672873981705573,NA,NA,NA,2,2.0,2,0.03861869994204581,0.105705019303041
ENSG00000069122.18,ADGRF5,-2.051389963716134,NA,0.04022898564623341,0.00018003386818124796,NA,NA,NA,2,2.0,2,0.02143432756577744,0.0207445318775767
ENSG00000273344.1,PAXIP1-AS1,2.050626754760742,NA,0.040303308830163836,0.05136211721908724,NA,NA,NA,1,1.0,1,0.040303308830163836,0.33765357274372
ENSG00000157212.18,PAXIP1,2.050626754760742,NA,0.040303308830163836,0.003216564794618966,NA,NA,NA,1,1.0,1,0.040303308830163836,0.08449792470895401
ENSG00000185339.8,TCN2,2.0500402716892365,NA,0.04036050109960572,0.022914808975340796,NA,NA,NA,2,3.0,3,0.09622239104012068,0.6847923802263771
ENSG00000186063.12,AIDA,2.0498938424135695,NA,0.0403747912245397,0.003293964084916554,NA,NA,NA,2,2.0,2,0.11232533686935849,0.10201589741589001
ENSG00000088179.8,PTPN4,-2.0490417480468754,NA,0.0404580327978348,4.6473529303871244e-06,NA,NA,NA,1,1.0,1,0.04045803279783486,0.00362431985535886
ENSG00000260653.5,RP11-114G11.5,-2.0489736115865234,NA,0.04046469536503775,0.08165146268812644,NA,NA,NA,3,3.0,3,0.05435441599409037,0.418256988151575
ENSG00000187372.11,PCDHB13,-2.048802614212036,NA,0.04048142004723495,0.0014383513530398606,NA,NA,NA,1,1.0,1,0.04048142004723495,0.0529052432069266
ENSG00000128891.15,C15orf57,2.048792293840454,NA,0.04048242963582267,0.2873169984448651,NA,NA,NA,2,2.0,2,0.030987662985537345,0.679829584193023
ENSG00000224568.1,LINC01886,2.046112775802612,NA,0.04074527631198876,4.739085866542386e-10,NA,NA,NA,1,1.0,1,0.04074527631198871,5.6891871183074e-05
ENSG00000185163.9,DDX51,2.045008113877537,NA,0.04085405817926796,0.348382278601766,NA,NA,NA,2,2.0,2,0.039204940649586996,0.6274200126129871
ENSG00000112799.8,LY86,2.043879270553589,NA,0.04096547547698796,0.0048498573411028595,NA,NA,NA,1,1.0,1,0.04096547547698796,0.121701094182871
ENSG00000228140.1,RP3-467K16.4,2.0431246757507324,NA,0.0410400977841246,0.08862203116668307,NA,NA,NA,1,1.0,1,0.0410400977841246,0.48891487679390205
ENSG00000163389.10,POGLUT1,-2.0430350303649902,NA,0.04104897051595658,0.07476426881865918,NA,NA,NA,1,1.0,1,0.04104897051595658,0.728163548184647
ENSG00000116745.6,RPE65,2.042862892150879,NA,0.04106601260561908,0.00023857644917016105,NA,NA,NA,1,1.0,1,0.04106601260561908,0.0274809980224528
ENSG00000108622.10,ICAM2,2.0414254665374756,NA,0.04120855529362693,2.035647603242519e-07,NA,NA,NA,1,1.0,1,0.04120855529362693,0.000643917374975509
ENSG00000187815.9,ZFP69,2.0408594608306885,NA,0.04126479829267145,0.08337309458522532,NA,NA,NA,1,2.0,2,0.04126479829267145,0.842847186597271
ENSG00000189127.7,ANKRD34B,2.040721893310547,NA,0.041278477954724946,2.0628133158310197e-05,NA,NA,NA,1,1.0,1,0.041278477954724946,0.00959544428962943
ENSG00000132003.9,ZSWIM4,-2.0404694080352783,NA,0.04130359498924869,0.006942808563223186,NA,NA,NA,1,1.0,1,0.04130359498924869,0.16068157748941297
ENSG00000232063.1,RP11-307E17.8,-2.040293683299983,NA,0.04132108358491313,0.10751584095907082,NA,NA,NA,3,3.0,3,0.03214948033567928,0.541076683274871
ENSG00000204386.10,NEU1,-2.039655215593493,NA,0.04138467839857979,0.0011580091109488434,NA,NA,NA,2,2.0,2,0.004632172964752392,0.11342839116913302
ENSG00000185215.8,TNFAIP2,2.03956937789917,NA,0.04139323461192102,0.029647095410342356,NA,NA,NA,1,1.0,1,0.04139323461192102,0.307525080426505
ENSG00000175040.5,CHST2,-2.038344383239746,NA,0.04151550416117571,0.0010508169163067852,NA,NA,NA,1,1.0,1,0.04151550416117571,0.0482428974174138
ENSG00000165879.8,FRAT1,-2.038325071334839,NA,0.04151743417305407,2.4986996693767453e-06,NA,NA,NA,1,1.0,1,0.04151743417305407,0.0100411138671785
ENSG00000185453.12,C19orf68,-2.037964344024658,NA,0.04155349885471739,0.00019862752342483914,NA,NA,NA,1,1.0,1,0.04155349885471739,0.15374223651149302
ENSG00000139985.6,ADAM21,-2.035313606262207,NA,0.041819327973718574,0.015527632242723785,NA,NA,NA,1,1.0,1,0.041819327973718574,0.162767309611135
ENSG00000063127.15,SLC6A16,2.0338179093247906,NA,0.0419699581372963,0.0225335452858606,NA,NA,NA,2,2.0,2,0.06618807457285301,0.20741846555201002
ENSG00000169567.11,HINT1,-2.033182621002197,NA,0.042034076191623436,0.0012974199463575307,NA,NA,NA,1,1.0,1,0.042034076191623373,0.11498208002852801
ENSG00000197563.10,PIGN,-2.033137559890747,NA,0.042038627242970764,0.05176658011309762,NA,NA,NA,1,1.0,1,0.042038627242970764,0.31228025661726194
ENSG00000161653.10,NAGS,-2.0326540793587675,NA,0.04208748372296017,0.028825535466202718,NA,NA,NA,2,2.0,2,0.042163232485511334,0.267541294591779
ENSG00000150961.14,SEC24D,2.032376289367676,NA,0.042115576572258104,0.000360643588533093,NA,NA,NA,1,1.0,1,0.042115576572258104,0.0715213980143069
ENSG00000122912.14,SLC25A16,2.03170911725633,NA,0.04218311238268066,0.15049920888675974,NA,NA,NA,2,2.0,2,0.041294130111263073,0.727584905349413
ENSG00000112149.9,CD83,2.0309228520146165,NA,0.04226282123150761,0.004894523275101884,NA,NA,NA,2,2.0,2,0.03129033042385778,0.103193181473673
ENSG00000112695.11,COX7A2,-2.0294129848480225,NA,0.042416243648446705,9.336412107176328e-08,NA,NA,NA,1,1.0,1,0.042416243648446705,0.000975393556122292
ENSG00000176945.16,MUC20,-2.0292505180522875,NA,0.042432780455367525,0.07989409677860763,NA,NA,NA,2,3.0,3,0.035965503606032914,0.5988325497742522
ENSG00000126749.14,EMG1,2.027531623840332,NA,0.042608073712322926,0.00296419589946538,NA,NA,NA,1,1.0,1,0.042608073712322926,0.17379742061075798
ENSG00000205336.11,ADGRG1,-2.0261449813842773,NA,0.04274992975348797,1.758515890931686e-07,NA,NA,NA,1,1.0,1,0.04274992975348797,0.0015793196380842801
ENSG00000203880.11,PCMTD2,2.0252566596514145,NA,0.042841016365246364,0.060094900771181944,NA,NA,NA,2,3.0,3,0.0034403162516585466,0.40634569192459896
ENSG00000226792.7,LINC00371,-2.02512788772583,NA,0.04285423396951319,8.151741715333247e-05,NA,NA,NA,1,1.0,1,0.04285423396951319,0.0209420617616868
ENSG00000101307.15,SIRPB1,-2.024980306625366,NA,0.04286938645323052,0.062093747490691784,NA,NA,NA,1,1.0,1,0.04286938645323052,0.470186295742367
ENSG00000048707.13,VPS13D,2.024221420288086,NA,0.04294737456536113,7.172305680267721e-06,NA,NA,NA,1,1.0,1,0.04294737456536113,0.0076211293563157295
ENSG00000163001.11,CFAP36,2.024219036102295,NA,0.04294761976870441,0.001933638277880772,NA,NA,NA,1,1.0,1,0.04294761976870441,0.0623787430194165
ENSG00000117448.13,AKR1A1,2.023642539978028,NA,0.043006944684898504,0.000208806823300257,NA,NA,NA,1,1.0,1,0.04300694468489857,0.0262597265623681
ENSG00000274561.1,RP11-147L13.12,2.0226163864135747,NA,0.04311271342971048,0.030438473709198288,NA,NA,NA,1,1.0,1,0.04311271342971051,0.330541883216743
ENSG00000167280.16,ENGASE,-2.0216071605682373,NA,0.04321695172639607,0.00013978114324504477,NA,NA,NA,1,1.0,1,0.04321695172639607,0.0254769764139714
ENSG00000138346.14,DNA2,-2.021567253646036,NA,0.043221077902219185,0.07169134771887624,NA,NA,NA,2,2.0,2,0.026930500571711175,0.6203722327022021
ENSG00000121931.15,LRIF1,2.0214939117431636,NA,0.04322866195563282,0.0005347135414341216,NA,NA,NA,1,1.0,1,0.04322866195563281,0.0714687865307329
ENSG00000111328.6,CDK2AP1,2.0210711824503163,NA,0.0432723969735821,0.004069182326272948,NA,NA,NA,2,2.0,2,0.022906067135168868,0.10293971292639399
ENSG00000141428.16,C18orf21,-2.020193815231323,NA,0.04336328756808874,0.00049203905912521,NA,NA,NA,1,1.0,1,0.04336328756808866,0.0385136369268557
ENSG00000075223.13,SEMA3C,-2.0195010231542434,NA,0.04343517107374148,0.00016279764716682608,NA,NA,NA,2,2.0,2,0.04565344404984487,0.0445802418412835
ENSG00000175063.16,UBE2C,-2.0188143253326416,NA,0.043506521562527205,0.0001848836873796245,NA,NA,NA,1,1.0,1,0.043506521562527205,0.0184002078721187
ENSG00000151332.18,MBIP,2.018582014058644,NA,0.043530681980539804,0.0024276653343052726,NA,NA,NA,2,2.0,2,0.020612172174391853,0.153591874678343
ENSG00000148688.13,RPP30,-2.0171821117401123,NA,0.04367651213647135,0.005727728960862695,NA,NA,NA,1,1.0,1,0.04367651213647135,0.285028387862169
ENSG00000158234.12,FAIM,-2.0166327472746417,NA,0.043733852969550374,0.05390599869646595,NA,NA,NA,2,2.0,2,0.039785573328414585,0.22426142447538897
ENSG00000135272.10,MDFIC,-2.0157070159912114,NA,0.0438306215406507,0.0028823146104593627,NA,NA,NA,1,2.0,2,0.043830621540650753,0.12052985105954402
ENSG00000188647.12,PTAR1,-2.0152658434182644,NA,0.0438768017814743,0.0037771668579836652,NA,NA,NA,3,3.0,3,0.07172928309291894,0.12719393490620198
ENSG00000188511.12,C22orf34,2.0150089263916016,NA,0.04390371378716019,0.02489105565648174,NA,NA,NA,1,2.0,2,0.04390371378716019,0.255075143881406
ENSG00000154040.20,CABYR,2.014741154700083,NA,0.04393177764812928,0.02139678347537248,NA,NA,NA,2,2.0,2,0.04587922595418076,0.210079950379707
ENSG00000213676.10,ATF6B,-2.0134649439047188,NA,0.044065739350858106,0.08515771563557242,NA,NA,NA,2,2.0,2,0.02161663840984551,0.429030925893892
ENSG00000101751.10,POLI,2.013247179000353,NA,0.044088632172564805,0.09274527395840575,NA,NA,NA,2,2.0,2,0.033754538974687776,0.47193594806911
ENSG00000169727.12,GPS1,2.0123388767242436,NA,0.04418422694071966,2.4922667390775954e-08,NA,NA,NA,1,1.0,1,0.044184226940719724,0.000783563716216275
ENSG00000130300.8,PLVAP,2.012276887893677,NA,0.04419075736136067,0.000339149423442943,NA,NA,NA,1,1.0,1,0.04419075736136069,0.0379082532975413
ENSG00000173705.8,SUSD5,2.011812698507094,NA,0.04423968484026778,0.019279318411629755,NA,NA,NA,2,2.0,2,0.011293282737102145,0.28087090790738395
ENSG00000261423.1,RP11-1007O24.3,-2.0112602716714556,NA,0.04429797248650969,9.255533007643645e-05,NA,NA,NA,2,2.0,2,0.09228782961314295,0.0337213657611452
ENSG00000134574.11,DDB2,-2.0105621814727783,NA,0.04437172204786391,0.006579556871850199,NA,NA,NA,1,1.0,1,0.04437172204786391,0.225432157516958
ENSG00000274698.1,RP11-71L14.4,-2.010238647460937,NA,0.044405936837389436,2.0567592547393024e-05,NA,NA,NA,1,1.0,1,0.04440593683738937,0.0072970340702532
ENSG00000111859.16,NEDD9,2.010165214538574,NA,0.04441370571043711,0.008448067400383808,NA,NA,NA,1,1.0,1,0.04441370571043711,0.131770817580953
ENSG00000185869.14,ZNF829,2.010155200958252,NA,0.04441476519107192,0.003973202059918812,NA,NA,NA,1,1.0,1,0.04441476519107192,0.12971122157634898
ENSG00000092295.11,TGM1,2.0095243488690673,NA,0.044481555110701745,0.09097276886668745,NA,NA,NA,2,3.0,3,0.028146760917255202,0.776461734767966
ENSG00000276698.1,RP11-468E2.10,-2.0081608295440674,NA,0.04462620394659812,0.001362189168415393,NA,NA,NA,1,1.0,1,0.04462620394659812,0.0859708181297309
ENSG00000107951.14,MTPAP,2.007567709531602,NA,0.04468924877213027,0.054626231473408164,NA,NA,NA,2,2.0,2,0.04501607705512249,0.350443132150635
ENSG00000006638.11,TBXA2R,-2.0068707466125484,NA,0.044763427424320774,0.0037283842284144856,NA,NA,NA,1,1.0,1,0.044763427424320754,0.0826831729872911
ENSG00000111371.15,SLC38A1,-2.006418228149414,NA,0.044811645125046956,0.0017566620329266124,NA,NA,NA,1,1.0,1,0.044811645125046956,0.0668117967882558
ENSG00000080189.14,SLC35C2,2.003243684768677,NA,0.04515113883420426,0.001245860961362949,NA,NA,NA,1,1.0,1,0.04515113883420432,0.079672724114801
ENSG00000108826.15,MRPL27,-2.003058433532715,NA,0.045171016852337896,0.0008163061648319075,NA,NA,NA,1,1.0,1,0.045171016852337896,0.0366836215751998
ENSG00000154920.14,EME1,2.003058433532715,NA,0.045171016852337896,0.0004821799492230759,NA,NA,NA,1,1.0,1,0.045171016852337896,0.0281935809191917
ENSG00000164659.14,KIAA1324L,-2.002400159835816,NA,0.04524171131027549,1.3146784828263431e-05,NA,NA,NA,1,1.0,1,0.045241711310275524,0.0230321584625474
ENSG00000226508.1,LINC01918,2.001997709274292,NA,0.04528497789586457,0.01313613366594663,NA,NA,NA,1,1.0,1,0.04528497789586457,0.411372271566723
ENSG00000166257.8,SCN3B,-2.0018975734710693,NA,0.045295748695835705,0.00010959298233788354,NA,NA,NA,1,1.0,1,0.045295748695835705,0.0206639558820142
ENSG00000122085.16,MTERF4,2.0016239104627935,NA,0.04532519543193292,0.2122570861701834,NA,NA,NA,3,3.0,3,0.09302298328000524,0.53116082989373
ENSG00000049283.17,EPN3,2.001298427581787,NA,0.045360239106292256,0.02319896970132709,NA,NA,NA,1,1.0,1,0.045360239106292256,0.24135997480257898
ENSG00000242852.6,ZNF709,-2.001069307327271,NA,0.045384921426662485,0.0031479858767491102,NA,NA,NA,1,2.0,2,0.04538492142666254,0.163776757395338
ENSG00000204899.5,MZT1,-1.999669849510672,NA,0.04553592595628872,0.005923680132036309,NA,NA,NA,2,2.0,2,0.008061532050128911,0.108351190579547
ENSG00000110514.19,MADD,-1.9994427925235447,NA,0.04556046577235332,0.00968614322154642,NA,NA,NA,2,2.0,2,0.06191679059646688,0.301211124411867
ENSG00000260057.5,LINC01571,1.9993641376495364,NA,0.04556896921533773,0.002794772305351834,NA,NA,NA,1,1.0,1,0.04556896921533777,0.0831947977698732
ENSG00000163624.5,CDS1,-1.998979798874622,NA,0.045610539632003684,3.40436389085907e-05,NA,NA,NA,2,2.0,2,0.038048333073270275,0.0210928499003037
ENSG00000283992.1,LYNX1,1.9984403285137644,NA,0.04566894311739054,0.03666624111461545,NA,NA,NA,2,2.0,2,0.04575748672540482,0.287179443091231
ENSG00000178852.15,EFCAB13,-1.9982135536316352,NA,0.04569351274889881,0.06944205429987066,NA,NA,NA,2,2.0,2,0.0310834682642517,0.34881044129276595
ENSG00000171695.10,LKAAEAR1,-1.9965437650680544,NA,0.045874766960341366,0.008487383206724335,NA,NA,NA,1,1.0,1,0.045874766960341394,0.128142416008493
ENSG00000184432.9,COPB2,-1.9954873323440554,NA,0.04598975440064268,0.0039327051341737085,NA,NA,NA,1,2.0,2,0.04598975440064271,0.0922013263982897
ENSG00000218510.6,LINC00339,1.9949900038403878,NA,0.046043970114374375,0.4706052831626334,NA,NA,NA,2,2.0,2,0.05845841738046321,0.823352346209001
ENSG00000164024.11,METAP1,1.9946370124816895,NA,0.0460824837277774,0.0030035514095173486,NA,NA,NA,1,1.0,1,0.0460824837277774,0.0799756075305786
ENSG00000132507.17,EIF5A,1.993755343089779,NA,0.046178798017239564,0.05769982153485856,NA,NA,NA,2,2.0,2,0.042521561110414996,0.29532440263394
ENSG00000175213.2,ZNF408,-1.9934377670288086,NA,0.046213531786784105,4.168173072858416e-05,NA,NA,NA,1,1.0,1,0.046213531786784105,0.018845547214458
ENSG00000167685.14,ZNF444,-1.9928018229932694,NA,0.04628315207372095,0.002980649234850133,NA,NA,NA,2,2.0,2,0.04943355314361489,0.110812233220774
ENSG00000140931.19,CMTM3,-1.9917289018630984,NA,0.04640081081230214,0.00023055219449865362,NA,NA,NA,1,1.0,1,0.046400810812302185,0.0603799336777939
ENSG00000090006.17,LTBP4,-1.99152722443089,NA,0.046422955265213145,0.006263104000296319,NA,NA,NA,2,2.0,2,0.07087958094916728,0.104126724748203
ENSG00000131115.15,ZNF227,1.9911668300628667,NA,0.046462549204987054,6.312426779350115e-06,NA,NA,NA,1,1.0,1,0.04646254920498709,0.00720391745640908
ENSG00000113643.8,RARS,1.9911035299301147,NA,0.046469506469878026,0.008950871712616304,NA,NA,NA,1,2.0,2,0.046469506469878026,0.171326214533012
ENSG00000109534.16,GAR1,-1.9907872676849367,NA,0.046504279727367426,0.10982491913457353,NA,NA,NA,1,1.0,1,0.046504279727367474,0.479192030565189
ENSG00000179241.12,LDLRAD3,1.9906703233718877,NA,0.04651714338303599,0.00105937937163085,NA,NA,NA,1,1.0,1,0.04651714338303603,0.14812398705298402
ENSG00000184900.15,SUMO3,1.9899586439132688,NA,0.04659549138361831,7.897521683564009e-06,NA,NA,NA,1,1.0,1,0.046595491383618265,0.0117153216658111
ENSG00000237476.1,LINC01637,1.989938259124756,NA,0.046597737157531176,0.005186020405490171,NA,NA,NA,1,1.0,1,0.046597737157531176,0.13136369914679302
ENSG00000225830.12,ERCC6,1.989649822926233,NA,0.04662952368092417,0.011133631146783361,NA,NA,NA,2,2.0,2,0.030593839179383037,0.17496114363270301
ENSG00000181856.14,SLC2A4,-1.989132930346004,NA,0.046686532429126903,0.02232146804516929,NA,NA,NA,2,2.0,2,0.05494873527443332,0.213201313232852
ENSG00000197355.10,UAP1L1,1.9884101152420042,NA,0.04676635099095444,9.612089057141832e-05,NA,NA,NA,1,1.0,1,0.04676635099095441,0.0147237630306966
ENSG00000135835.11,KIAA1614,1.9879559278488157,NA,0.04681656442906708,0.03702135906531733,NA,NA,NA,1,1.0,1,0.046816564429067065,0.33808852852646903
ENSG00000205502.3,C2CD4B,1.9877312183380125,NA,0.04684142433054475,0.0026203975087308,NA,NA,NA,1,1.0,1,0.04684142433054472,0.0914267020547815
ENSG00000164068.15,RNF123,1.9876475334167478,NA,0.04685068533883935,0.010436186089434508,NA,NA,NA,1,1.0,1,0.04685068533883935,0.14573398689862302
ENSG00000126822.16,PLEKHG3,-1.9875055551528933,NA,0.04686640091550129,0.0008409418129578359,NA,NA,NA,1,1.0,1,0.04686640091550132,0.0508100213768086
ENSG00000120915.13,EPHX2,-1.9868727922439577,NA,0.046936495398639255,0.03380509055578637,NA,NA,NA,1,2.0,2,0.04693649539863928,0.28919071350594
ENSG00000137876.9,RSL24D1,-1.9864667004769054,NA,0.046981526774507905,0.0071433800380527246,NA,NA,NA,2,2.0,2,0.04704182896326376,0.166214111671122
ENSG00000118514.13,ALDH8A1,1.9862708057063756,NA,0.047003262470169456,0.2598476813001237,NA,NA,NA,2,2.0,2,0.04226782485430996,0.68235961439278
ENSG00000136986.9,DERL1,1.985358699610018,NA,0.0471045775183109,0.00038104841652304624,NA,NA,NA,2,2.0,2,0.0021720451054599377,0.195257606879468
ENSG00000059691.11,GATB,1.9847430136784006,NA,0.04717307056447833,0.01854007369349545,NA,NA,NA,2,2.0,2,0.05437607104215467,0.14641045101587602
ENSG00000072135.12,PTPN18,1.9842647899058896,NA,0.0472263291793704,0.008311423254675425,NA,NA,NA,2,2.0,2,0.027308478643395258,0.175005910893231
ENSG00000100347.14,SAMM50,1.9835273811521943,NA,0.04730855169945789,0.05011952467208828,NA,NA,NA,2,2.0,2,0.04765414689200806,0.43370399864579295
ENSG00000163728.10,TTC14,-1.98127806186676,NA,0.04756009921480185,0.008908124738416694,NA,NA,NA,1,1.0,1,0.04756009921480182,0.226141049242351
ENSG00000125378.15,BMP4,1.981201410293579,NA,0.04756869114429373,7.833112372932594e-05,NA,NA,NA,1,1.0,1,0.04756869114429373,0.0965474169710914
ENSG00000156875.13,MFSD14A,1.9809717039580317,NA,0.047594446906356946,0.0017818111512205742,NA,NA,NA,2,2.0,2,0.05730861479369232,0.11458281863053699
ENSG00000127252.5,HRASLS,-1.980923792451557,NA,0.04759982044873267,0.01269737835716612,NA,NA,NA,2,2.0,2,0.03536810400060932,0.617554183365493
ENSG00000154511.11,FAM69A,-1.9805676937103274,NA,0.04763977489128465,0.0012039113823495203,NA,NA,NA,1,1.0,1,0.047639774891284674,0.0645345144392064
ENSG00000186350.9,RXRA,1.980425715446472,NA,0.04765571277702325,6.906774650599963e-06,NA,NA,NA,1,1.0,1,0.04765571277702323,0.0057889908636116205
ENSG00000106327.12,TFR2,1.9804248904341923,NA,0.047655805402546006,0.00029210417014498725,NA,NA,NA,2,2.0,2,0.0033043843772230775,0.0759694638548819
ENSG00000128607.13,KLHDC10,1.9796291589736938,NA,0.047745214012242305,5.3238099053444625e-06,NA,NA,NA,1,2.0,2,0.047745214012242305,0.00917527883875862
ENSG00000135406.13,PRPH,1.9784266360244627,NA,0.04788059733733268,0.04421384283658494,NA,NA,NA,2,2.0,2,0.08164211990389293,0.31244093434239
ENSG00000108559.11,NUP88,-1.9777096707458777,NA,0.0479614686625101,0.13393684242894813,NA,NA,NA,2,2.0,2,0.04465303232265725,0.30559449596543603
ENSG00000100726.14,TELO2,-1.977363466057357,NA,0.04800056048914499,0.047595326681916066,NA,NA,NA,2,2.0,2,0.10902028597405747,0.306375368036591
ENSG00000213463.4,SYNJ2BP,-1.975724697113037,NA,0.04818596617387305,0.00272347966647867,NA,NA,NA,1,1.0,1,0.04818596617387305,0.0677651173416334
ENSG00000164880.15,INTS1,-1.9750947112057022,NA,0.04825740092029456,0.30020250858843944,NA,NA,NA,2,2.0,2,0.045347042176993736,0.49815953201933005
ENSG00000111696.11,NT5DC3,1.9746733903884888,NA,0.048305224544200186,0.00942044986260437,NA,NA,NA,1,1.0,1,0.048305224544200186,0.164104740433649
