gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000163877.10,SNIP1,-1.974423545392259,NA,0.04833360295120827,0.004214573423735545,NA,NA,NA,2,2.0,2,0.03456797474239782,0.10569586885371499
ENSG00000118523.5,CTGF,-1.9728294610977173,NA,0.04851499539957648,0.005170924893217858,NA,NA,NA,1,1.0,1,0.04851499539957648,0.13005204369942802
ENSG00000204421.2,LY6G6C,-1.9726835489273067,NA,0.048531627413771754,0.0001584360203956992,NA,NA,NA,1,1.0,1,0.04853162741377169,0.0224810415276561
ENSG00000147905.17,ZCCHC7,1.9719600325630893,NA,0.04861416924839958,0.00019244080501049467,NA,NA,NA,2,2.0,2,0.035138675678071045,0.0330279335623698
ENSG00000009830.11,POMT2,-1.9716153144836428,NA,0.04865353760134748,0.005534413520771537,NA,NA,NA,1,1.0,1,0.0486535376013475,0.122249928943407
ENSG00000260743.1,RP11-255C15.3,1.9708430767059324,NA,0.04874182778694926,0.00870646794942475,NA,NA,NA,1,2.0,2,0.04874182778694926,0.14194258204010998
ENSG00000126746.17,ZNF384,1.9695946503073163,NA,0.04888484525908622,0.0076964459195150445,NA,NA,NA,2,2.0,2,0.02722282793640861,0.23639693957317698
ENSG00000273230.1,RP11-1246C19.1,-1.9690682888031006,NA,0.048945249765347885,0.02572140298871833,NA,NA,NA,1,1.0,1,0.048945249765347885,0.257291021016134
ENSG00000152670.18,DDX4,-1.9683861732482908,NA,0.049023621577725995,0.07882945130201877,NA,NA,NA,1,1.0,1,0.04902362157772599,0.382494828512247
ENSG00000069431.11,ABCC9,-1.9675873517990115,NA,0.049115536209251597,0.010166324569202361,NA,NA,NA,1,1.0,1,0.049115536209251645,0.130926063860392
ENSG00000186185.13,KIF18B,1.967493176460266,NA,0.049126381811265635,0.00016667832482436992,NA,NA,NA,1,1.0,1,0.04912638181126558,0.025029410094843996
ENSG00000143942.4,CHAC2,1.9674068689346316,NA,0.04913632308992147,0.0011950787320771958,NA,NA,NA,1,1.0,1,0.0491363230899215,0.0711600904008021
ENSG00000145569.5,FAM105A,1.9665145506479025,NA,0.04923920320902947,0.0002491211977561695,NA,NA,NA,2,2.0,2,0.0577513960342228,0.0304904437936041
ENSG00000104765.15,BNIP3L,1.9653196814110332,NA,0.04937724904812955,0.00045682347610542036,NA,NA,NA,2,2.0,2,0.04873864984462768,0.0324943116739571
ENSG00000205808.5,PLPP6,1.965205192565918,NA,0.04939049322297517,0.006145103296961179,NA,NA,NA,1,1.0,1,0.04939049322297517,0.200897821666141
ENSG00000274712.1,RP11-147L13.15,-1.9650829220796024,NA,0.04940464087615984,0.04142035113765022,NA,NA,NA,2,2.0,2,0.07405838426677781,0.4747487139454939
ENSG00000150967.17,ABCB9,-1.964454174041748,NA,0.049477445653179096,0.005419407679223709,NA,NA,NA,1,1.0,1,0.049477445653179096,0.12090334419869699
ENSG00000237172.3,B3GNT9,1.964364528656006,NA,0.049487833310730936,0.0022740480024357455,NA,NA,NA,1,1.0,1,0.04948783331073097,0.302917717907721
ENSG00000080493.15,SLC4A4,1.9635542631149292,NA,0.04958180583961114,3.5062265293921025e-05,NA,NA,NA,1,1.0,1,0.04958180583961114,0.0212530479035391
ENSG00000260947.1,RP11-384P7.7,-1.9633213281631472,NA,0.04960884872362557,0.12544437059244049,NA,NA,NA,1,1.0,1,0.04960884872362557,1.3338975517803102
ENSG00000198874.12,TYW1,-1.9631155729293823,NA,0.0496327464323922,0.2834137652346727,NA,NA,NA,1,1.0,1,0.0496327464323922,0.9414598070263879
ENSG00000197540.7,GZMM,1.963048219680786,NA,0.049640571360260934,0.0053164714430072365,NA,NA,NA,1,1.0,1,0.049640571360260906,0.118082909023994
ENSG00000176018.12,LYSMD3,-1.962997316146622,NA,0.049646485888920316,0.013492130213627229,NA,NA,NA,2,2.0,2,0.008741262338037776,0.0870610544756117
ENSG00000156140.9,ADAMTS3,-1.9629794359207153,NA,0.049648563549146846,0.0016619472668007488,NA,NA,NA,1,1.0,1,0.049648563549146846,0.0627965267480197
ENSG00000128645.14,HOXD1,1.9629552364349363,NA,0.04965137561572498,0.012715351265962174,NA,NA,NA,1,1.0,1,0.04965137561572498,0.17410891858500196
ENSG00000012232.8,EXTL3,-1.960000157356262,NA,0.04999577190434662,0.00023225213914368647,NA,NA,NA,1,1.0,1,0.04999577190434657,0.0444852199318845
ENSG00000049541.10,RFC2,-1.9590477943420412,NA,0.050107189796710555,2.7850813803233807e-07,NA,NA,NA,1,1.0,1,0.0501071897967106,0.0016846466414125
ENSG00000165959.11,CLMN,1.9589365720748897,NA,0.05012021536305224,1.2458278682816737e-05,NA,NA,NA,1,1.0,1,0.05012021536305216,0.0175188694892865
ENSG00000260456.6,C16orf95,-1.9583232402801514,NA,0.05019209544417326,0.00013380191478837056,NA,NA,NA,1,1.0,1,0.05019209544417326,0.0415176152231189
ENSG00000159921.14,GNE,1.957852798563922,NA,0.05024728790709573,0.009190704010156942,NA,NA,NA,2,2.0,2,0.008155380427394764,0.18740217125601602
ENSG00000251417.2,RP11-1348G14.4,1.9567362070083618,NA,0.050378490675813084,0.10090243979099757,NA,NA,NA,1,1.0,1,0.050378490675813084,0.440377867563094
ENSG00000214706.10,IFRD2,-1.956645011901855,NA,0.05038921903703853,0.0018120304540304706,NA,NA,NA,1,1.0,1,0.05038921903703844,0.0650344267917715
ENSG00000137161.16,CNPY3,-1.9559828042984009,NA,0.05046717980713263,4.1433652388231085e-05,NA,NA,NA,1,1.0,1,0.05046717980713263,0.00948725163089783
ENSG00000231595.1,AC005224.2,1.9558592748485755,NA,0.05048173393536076,0.01715610046397633,NA,NA,NA,2,2.0,2,0.05882899318019669,0.10673604940555001
ENSG00000187650.3,VMAC,-1.954622368981046,NA,0.05062765907727124,0.010484601221893283,NA,NA,NA,2,2.0,2,0.050530816112396924,0.28283194960750896
ENSG00000147459.17,DOCK5,1.9540272977055684,NA,0.05069798898236892,0.00027133866747520134,NA,NA,NA,2,2.0,2,0.0028560676776626407,0.0578312242539596
ENSG00000266904.5,LINC00663,-1.9538900227363907,NA,0.05071422476182546,0.11349200653885608,NA,NA,NA,3,3.0,3,0.0074194916257938545,0.9177225960187779
ENSG00000189068.9,VSTM1,1.95279061794281,NA,0.05084441071028538,1.835919991385943e-06,NA,NA,NA,1,1.0,1,0.05084441071028538,0.00252485118789782
ENSG00000168995.13,SIGLEC7,1.9506137371063228,NA,0.051103011838573624,0.02668488152320155,NA,NA,NA,1,1.0,1,0.0511030118385736,0.248909362537309
ENSG00000050344.8,NFE2L3,-1.9503186941146853,NA,0.05113814588023917,0.0007886742207173351,NA,NA,NA,1,1.0,1,0.051138145880239204,0.0896476063761008
ENSG00000140873.15,ADAMTS18,-1.9496299028396609,NA,0.05122024662653532,0.44429642688675025,NA,NA,NA,1,1.0,1,0.05122024662653537,0.9651133499201271
ENSG00000151006.7,PRSS53,1.9493242502212529,NA,0.051256714345065436,0.002778530516662424,NA,NA,NA,1,1.0,1,0.05125671434506551,0.15814656767876098
ENSG00000130772.13,MED18,-1.9491242170333862,NA,0.05128059226996293,0.006718043615476902,NA,NA,NA,1,1.0,1,0.05128059226996293,0.452852717319609
ENSG00000118971.7,CCND2,-1.9491140842437742,NA,0.05128180206696334,0.013676543162875362,NA,NA,NA,1,1.0,1,0.051281802066963304,0.5804505495855811
ENSG00000244462.7,RBM12,-1.9490799932041907,NA,0.051285872517113154,0.00026023090961414764,NA,NA,NA,2,2.0,2,0.05345331043107872,0.0270177127207779
ENSG00000154124.4,OTULIN,-1.9488818645477293,NA,0.051309534316822884,3.183733460387923e-07,NA,NA,NA,1,1.0,1,0.05130953431682286,0.00280056339102548
ENSG00000169313.9,P2RY12,1.9481513500213625,NA,0.05139685604664339,0.00024133430785694009,NA,NA,NA,1,1.0,1,0.05139685604664343,0.169466169588434
ENSG00000257017.8,HP,-1.9473546743392944,NA,0.05149222809063652,0.07808356481353768,NA,NA,NA,1,1.0,1,0.05149222809063652,0.504377454392277
ENSG00000215440.11,NPEPL1,-1.9472123358409337,NA,0.051509283375822286,0.0885002226603569,NA,NA,NA,2,2.0,2,0.02054123553639363,0.334538754503911
ENSG00000144199.11,FAHD2B,1.946678400039673,NA,0.051573302775475276,0.030032423188232807,NA,NA,NA,1,1.0,1,0.051573302775475324,0.26817154311438696
ENSG00000214736.7,TOMM6,1.9459229707717893,NA,0.05166399319188801,2.7183182519197832e-05,NA,NA,NA,1,2.0,2,0.05166399319188799,0.00837809023021272
ENSG00000117010.15,ZNF684,1.9441757202148435,NA,0.05187426462701105,0.0035534905085766984,NA,NA,NA,1,1.0,1,0.051874264627011016,0.174005694237527
ENSG00000129351.17,ILF3,-1.9432563781738281,NA,0.05198518925534082,0.0020964181041532803,NA,NA,NA,1,1.0,1,0.05198518925534082,0.0672454556719521
ENSG00000105323.16,HNRNPUL1,-1.9421539142009256,NA,0.052118470307732014,0.02061313100188984,NA,NA,NA,2,2.0,2,0.002907742707711164,0.171899667519219
ENSG00000117906.13,RCN2,1.941511154174805,NA,0.052196307809619466,0.0045760617081816056,NA,NA,NA,1,1.0,1,0.0521963078096195,0.0948794478558204
ENSG00000105675.8,ATP4A,-1.9409607648849487,NA,0.0522630365656297,5.5442735382782794e-05,NA,NA,NA,1,1.0,1,0.0522630365656297,0.0153271199705536
ENSG00000118257.16,NRP2,-1.9408178329467773,NA,0.0522803771829993,6.702116613438217e-06,NA,NA,NA,1,1.0,1,0.0522803771829993,0.0117816367217594
ENSG00000153814.11,JAZF1,-1.9406966781664143,NA,0.05229507954544184,0.0014133696001708564,NA,NA,NA,2,2.0,2,0.00015172803417093876,0.0673963376982673
ENSG00000100296.13,THOC5,1.9397356510162354,NA,0.052411824541071544,0.007009927944930073,NA,NA,NA,1,1.0,1,0.052411824541071544,0.18590936556829799
ENSG00000100911.15,PSME2,-1.9393749759575658,NA,0.05245569532980012,0.0006262891004261294,NA,NA,NA,2,2.0,2,0.10369882770120127,0.0532176827000676
ENSG00000171634.16,BPTF,1.9387288093566895,NA,0.052534368716809034,0.004635056605976838,NA,NA,NA,1,1.0,1,0.052534368716809034,0.10584100118590899
ENSG00000117791.15,MARC2,1.9384344155565996,NA,0.0525702450433588,0.002745990274691744,NA,NA,NA,2,2.0,2,0.17034019679188872,0.186014439530413
ENSG00000011376.9,LARS2,-1.9370322688205805,NA,0.05274139897632382,0.14169346038474437,NA,NA,NA,2,2.0,2,0.046564729515233376,0.544931018040207
ENSG00000095970.16,TREM2,-1.9368520975112915,NA,0.05276342543190195,0.00015929920652886493,NA,NA,NA,1,1.0,1,0.05276342543190195,0.0574389435753616
ENSG00000126353.3,CCR7,1.9359427690505981,NA,0.05287471077975458,0.0028302975869965072,NA,NA,NA,1,1.0,1,0.05287471077975458,0.14516425537106697
ENSG00000141349.8,G6PC3,1.9355531930923462,NA,0.05292244780954871,0.011927449040321784,NA,NA,NA,1,1.0,1,0.05292244780954871,0.16189664172426801
ENSG00000107815.7,TWNK,-1.9344387659193183,NA,0.053059204022710915,0.0009947646696640091,NA,NA,NA,2,2.0,2,0.054954163752384814,0.0506983052110168
ENSG00000164933.11,SLC25A32,1.9339810609817505,NA,0.05311545646237899,0.0008187107126298584,NA,NA,NA,1,1.0,1,0.05311545646237899,0.061134526846987995
ENSG00000257591.5,ZNF625,1.9336637258529665,NA,0.05315448653876298,0.0011066298835957214,NA,NA,NA,1,1.0,1,0.05315448653876301,0.18379630043972198
ENSG00000154889.16,MPPE1,-1.9326382343000506,NA,0.05328077892594234,0.10514251678519554,NA,NA,NA,2,2.0,2,0.0892808488147404,0.48361073473682203
ENSG00000033030.13,ZCCHC8,1.9319843053817751,NA,0.05336144305122136,4.4752948257805605e-05,NA,NA,NA,1,1.0,1,0.05336144305122136,0.00947764439094826
ENSG00000154319.14,FAM167A,1.9313436746597288,NA,0.05344056568721433,0.01569123709299919,NA,NA,NA,1,2.0,2,0.05344056568721429,0.190210475099089
ENSG00000143748.17,NVL,-1.9312970638275149,NA,0.05344632629177895,0.004052842217834349,NA,NA,NA,1,1.0,1,0.053446326291779,0.210528948185305
ENSG00000143952.19,VPS54,-1.9301135463786134,NA,0.05359277034866808,1.3566864118237558e-05,NA,NA,NA,2,2.0,2,0.059923896794078765,0.0166518864699105
ENSG00000137845.14,ADAM10,1.9293166399002077,NA,0.05369156523829223,0.0009722273860054312,NA,NA,NA,1,1.0,1,0.05369156523829223,0.141900381330228
ENSG00000153975.9,ZUFSP,1.928406596183777,NA,0.05380457201738066,0.006717188735212732,NA,NA,NA,1,1.0,1,0.0538045720173807,0.150109662270904
ENSG00000111834.12,RSPH4A,-1.9262946844100948,NA,0.05406758878271252,0.004232451651300305,NA,NA,NA,1,1.0,1,0.054067588782712485,0.275329316010009
ENSG00000198625.12,MDM4,1.9251831079241366,NA,0.05420645460824505,0.0036482624252655834,NA,NA,NA,2,2.0,2,0.11313749599688477,0.0985483756988652
ENSG00000121057.12,AKAP1,-1.9248040914535525,NA,0.05425387195591164,0.0011950980216541413,NA,NA,NA,1,1.0,1,0.05425387195591167,0.11432303258254099
ENSG00000149305.6,HTR3B,1.9239087104797366,NA,0.0543660272264672,1.23646506814231e-05,NA,NA,NA,1,1.0,1,0.05436602722646725,0.00676661155044501
ENSG00000079215.13,SLC1A3,1.9238962499131587,NA,0.05436758939861436,8.856794356521631e-05,NA,NA,NA,2,2.0,2,0.05443277587791896,0.0177779075140537
ENSG00000157500.10,APPL1,-1.9234098196029665,NA,0.05442860208517688,0.00015142981590087956,NA,NA,NA,1,1.0,1,0.05442860208517692,0.0170764209304458
ENSG00000163666.8,HESX1,-1.923409819602966,NA,0.05442860208517697,0.002020244932024782,NA,NA,NA,1,1.0,1,0.05442860208517692,0.0623725022480495
ENSG00000183255.11,PTTG1IP,1.9230655904073162,NA,0.054471813069412595,0.004246440952996942,NA,NA,NA,2,2.0,2,0.08802044846538022,0.16579108787664099
ENSG00000197275.13,RAD54B,1.9227943194394579,NA,0.05450588578901954,0.0008657941825875444,NA,NA,NA,2,2.0,2,0.0758231831800665,0.0816370260296459
ENSG00000230310.1,CTD-2192J16.11,-1.9212194681167603,NA,0.05470404480599671,0.0005536527281223366,NA,NA,NA,1,1.0,1,0.05470404480599671,0.14946640348573098
ENSG00000130731.15,METTL26,-1.9189505406085527,NA,0.05499059351828953,0.013747742545848736,NA,NA,NA,2,2.0,2,0.055233033093446626,0.236654410716184
ENSG00000050555.17,LAMC3,-1.9188783168792725,NA,0.054999735352161724,0.00012174998061893733,NA,NA,NA,1,1.0,1,0.054999735352161724,0.0609635177407646
ENSG00000206028.1,CTA-373H7.7,-1.9186480045318604,NA,0.05502889596839368,2.6928381758557238e-05,NA,NA,NA,1,1.0,1,0.05502889596839368,0.00939715262724232
ENSG00000122966.15,CIT,-1.9183148145675657,NA,0.055071105074869835,2.597748723652624e-05,NA,NA,NA,1,1.0,1,0.05507110507486981,0.0191953244458413
ENSG00000114737.15,CISH,1.9179403781890871,NA,0.05511857155733416,7.35110191727707e-05,NA,NA,NA,1,1.0,1,0.05511857155733421,0.0190714850037452
ENSG00000259905.5,PWRN1,1.9178472620737284,NA,0.05513038097785614,0.16038433994046375,NA,NA,NA,3,3.0,3,0.0636439716916421,0.518337907607523
ENSG00000091542.8,ALKBH5,1.9161083698272707,NA,0.05535130316837637,0.03425728658140879,NA,NA,NA,1,1.0,1,0.0553513031683764,0.286072541218281
ENSG00000221829.9,FANCG,-1.9158500131087768,NA,0.05538418965338972,0.012399906856478687,NA,NA,NA,2,2.0,2,0.0488968439129501,0.33642901239455203
ENSG00000172638.12,EFEMP2,-1.9152992662791317,NA,0.05545434912453565,0.013613710662630842,NA,NA,NA,2,2.0,2,0.04018868485328271,0.108519055955917
ENSG00000167676.4,PLIN4,1.9152797460556028,NA,0.05545683715826946,0.0042970985511270755,NA,NA,NA,1,1.0,1,0.055456837158269406,0.0961270358546124
ENSG00000160953.15,MUM1,1.9151346341738096,NA,0.05547533593121522,0.039011141487408904,NA,NA,NA,2,2.0,2,0.038529443686259164,0.375380200413474
ENSG00000137392.9,CLPS,-1.9144906997680664,NA,0.05555748633708866,0.003814948643307804,NA,NA,NA,1,1.0,1,0.05555748633708866,0.0986909859099495
ENSG00000108239.8,TBC1D12,-1.9141364097595215,NA,0.05560272835610399,2.0061716769464254e-05,NA,NA,NA,1,1.0,1,0.05560272835610399,0.0148120790061187
ENSG00000148296.6,SURF6,-1.9134558540195379,NA,0.05568971987331627,0.05885647852817042,NA,NA,NA,2,2.0,2,0.05128548853691342,0.35319185960691707
ENSG00000174840.8,PDE12,1.9122906923294067,NA,0.05583891900446311,7.557706600317502e-05,NA,NA,NA,1,1.0,1,0.05583891900446311,0.0345702894235713
ENSG00000149300.9,C11orf52,-1.9122754466942062,NA,0.05584087341498403,0.014443899031113223,NA,NA,NA,2,2.0,2,0.03624100944008057,0.172620648909836
ENSG00000128965.11,CHAC1,1.9121989011764526,NA,0.055850687010389116,0.0015914258466639165,NA,NA,NA,1,1.0,1,0.055850687010389116,0.0565174797751422
ENSG00000170545.16,SMAGP,-1.9116161729624104,NA,0.055925443375621074,0.003221349670980088,NA,NA,NA,2,2.0,2,0.08939712867176809,0.219949012259196
ENSG00000136271.10,DDX56,1.911535382270813,NA,0.05593581433390458,0.0014248778311173706,NA,NA,NA,1,1.0,1,0.05593581433390458,0.171786270895168
ENSG00000253719.3,ATXN7L3B,1.9115045070648198,NA,0.055939778152549115,0.001178599072671125,NA,NA,NA,1,1.0,1,0.055939778152549184,0.0701197688960258
ENSG00000050393.11,MCUR1,-1.9099532365798952,NA,0.05613923462796965,0.06522274011550878,NA,NA,NA,1,1.0,1,0.0561392346279697,0.394729162923468
ENSG00000231010.1,RP6-109B7.2,1.9098910093307495,NA,0.056147247909712365,5.9301348914108747e-05,NA,NA,NA,1,1.0,1,0.056147247909712365,0.0185574638074833
ENSG00000107742.12,SPOCK2,-1.9095232486724854,NA,0.05619462554767386,1.80288432541668e-05,NA,NA,NA,1,1.0,1,0.05619462554767386,0.0128970709673476
ENSG00000259584.1,RP11-521C20.2,-1.9090995264163722,NA,0.0562492538367812,0.1921393049119778,NA,NA,NA,2,2.0,2,0.04031509092663529,0.38826067678904896
ENSG00000131018.22,SYNE1,-1.9084561613552582,NA,0.056332284051482544,0.017607211126759233,NA,NA,NA,2,2.0,2,0.052904403421225876,0.136951202856303
ENSG00000182472.8,CAPN12,-1.908277176250188,NA,0.05635540131253186,0.03379808032889364,NA,NA,NA,2,2.0,2,0.12877349522707213,0.30299808437604403
ENSG00000137509.10,PRCP,1.908218026161194,NA,0.05636304272366154,7.137223143968878e-06,NA,NA,NA,1,1.0,1,0.05636304272366159,0.00943430531015757
ENSG00000053438.8,NNAT,1.907329085927101,NA,0.05647798600129453,0.00026946134727528885,NA,NA,NA,2,2.0,2,0.059233065156571306,0.0738737791374573
ENSG00000260578.1,CTD-2541J13.1,-1.9059845209121704,NA,0.05665221396772426,0.0008088132855108371,NA,NA,NA,1,1.0,1,0.05665221396772426,0.065391995001067
ENSG00000138639.17,ARHGAP24,1.9059716916042793,NA,0.05665387853402458,4.8325441239507225e-06,NA,NA,NA,2,2.0,2,0.055730185717117166,0.00698276125909265
ENSG00000114388.12,NPRL2,-1.9049323385909087,NA,0.05678886692350187,8.429092095188362e-06,NA,NA,NA,2,2.0,2,0.11103093683157186,0.006500304060822371
ENSG00000070961.15,ATP2B1,-1.9046509353507068,NA,0.05682546082954831,1.6971513250335472e-05,NA,NA,NA,2,2.0,2,0.011902711622709991,0.0133513827307539
ENSG00000138777.19,PPA2,-1.9038740878235325,NA,0.05692658457357196,0.05460266225803971,NA,NA,NA,2,2.0,2,0.06703114850372709,0.268515923920163
ENSG00000148411.7,NACC2,1.903050106224311,NA,0.0570340074265025,0.0022910195634882353,NA,NA,NA,2,2.0,2,0.06195291453067766,0.303293950666275
ENSG00000168310.10,IRF2,-1.902880668640137,NA,0.05705611797144959,2.1633552458371162e-05,NA,NA,NA,1,1.0,1,0.05705611797144963,0.0115427949658219
ENSG00000272144.1,CTD-2035E11.5,1.9019074440002441,NA,0.05718325584383863,0.0014260737881934328,NA,NA,NA,1,1.0,1,0.05718325584383863,0.0526133834076855
ENSG00000145692.14,BHMT,-1.9003168344497678,NA,0.05739155344393426,0.1102176113207532,NA,NA,NA,1,1.0,1,0.05739155344393425,0.472237255701344
ENSG00000215845.10,TSTD1,1.8982790248033752,NA,0.0576593355447149,0.08302386742857971,NA,NA,NA,2,2.0,2,0.052108976006539326,0.54679802177176
ENSG00000106366.8,SERPINE1,-1.8981846570968626,NA,0.05767176122733751,0.002570667123768599,NA,NA,NA,1,1.0,1,0.05767176122733751,0.0669970023790171
ENSG00000076344.15,RGS11,1.898086428642273,NA,0.05768469763083791,0.03269826495882787,NA,NA,NA,1,1.0,1,0.05768469763083791,0.254229159875173
ENSG00000162434.11,JAK1,-1.8972400731988122,NA,0.05779626016022051,0.0006705875927183089,NA,NA,NA,2,2.0,2,0.05612377874627662,0.0511445978079493
ENSG00000197265.8,GTF2E2,1.8967469127971688,NA,0.057861348862943765,0.0017363606521633534,NA,NA,NA,2,2.0,2,0.08189596840431856,0.21198599056666398
ENSG00000166033.11,HTRA1,1.8964042663574217,NA,0.05790660816884143,1.5694758034954674e-05,NA,NA,NA,1,1.0,1,0.05790660816884139,0.0157537994961931
ENSG00000113407.13,TARS,-1.8951356410980225,NA,0.05807443389267058,0.002278241533091973,NA,NA,NA,1,1.0,1,0.05807443389267058,0.189805102765107
ENSG00000121413.12,ZSCAN18,1.8947509527206423,NA,0.0581254038920011,0.026939869840751803,NA,NA,NA,1,1.0,1,0.0581254038920011,0.365095126136883
ENSG00000170677.5,SOCS6,-1.8937066497396577,NA,0.05826395819487058,0.0036792021197527666,NA,NA,NA,2,2.0,2,0.027041651552891184,0.100929209522695
ENSG00000075618.17,FSCN1,-1.8936233139024727,NA,0.058275026701015795,1.0023023061965204e-07,NA,NA,NA,2,2.0,2,0.00377991851509009,0.00141134442665468
ENSG00000101057.15,MYBL2,-1.893464207649231,NA,0.0582961637399546,0.0012169197281680746,NA,NA,NA,1,1.0,1,0.0582961637399546,0.129306394514595
ENSG00000174939.10,ASPHD1,-1.8933974504470827,NA,0.058305034235696176,0.0009567718531603766,NA,NA,NA,1,1.0,1,0.058305034235696176,0.0457814627789189
ENSG00000103056.11,SMPD3,1.8931629657745361,NA,0.05833620073892256,0.001359295210772473,NA,NA,NA,1,1.0,1,0.05833620073892256,0.0581295669427131
ENSG00000204713.10,TRIM27,-1.893024921417236,NA,0.05835455536000654,0.002534187504263912,NA,NA,NA,1,1.0,1,0.05835455536000651,0.22909679310699302
ENSG00000181035.13,SLC25A42,1.8927311897277834,NA,0.05839362640751374,4.397965783897903e-06,NA,NA,NA,1,1.0,1,0.05839362640751379,0.0115867461330209
ENSG00000108342.12,CSF3,-1.8921717405319216,NA,0.05846810227361565,0.007388168651506485,NA,NA,NA,1,1.0,1,0.058468102273615694,0.121445577021385
ENSG00000259685.2,CTD-2315E11.1,1.8915455341339107,NA,0.05855155865892007,0.07962797266674917,NA,NA,NA,1,1.0,1,0.05855155865891998,0.42680929773745596
ENSG00000198400.11,NTRK1,1.8913849508866143,NA,0.05857297599628271,0.00635212025658573,NA,NA,NA,2,2.0,2,0.05833388693892902,0.120410043818389
ENSG00000183323.12,CCDC125,1.8904631881719347,NA,0.05869603939400953,0.06387962845020295,NA,NA,NA,2,2.0,2,0.05304363164741721,0.367053644879461
